event_id,session_id,user_id,property_id,event_type,event_timestamp,session_duration,referral_source,device_type,browser,operating_system
132002,132,72,93.0,Inquiry Submission,2024-08-05 01:48:31,1117,Social Media,Tablet,Firefox,Android
132003,132,72,95.0,Property View,2024-08-05 01:51:56,1214,Social Media,Tablet,Firefox,Android
132004,132,72,42.0,Click,2024-08-05 01:53:33,1556,Social Media,Tablet,Firefox,Android
132005,132,72,95.0,Property View,2024-08-05 01:59:15,2121,Social Media,Tablet,Firefox,Android
133000,133,173,30.0,Inquiry Submission,2024-08-19 01:14:15,31,Direct,Desktop,Safari,macOS
134000,134,296,,Page View,2024-08-17 09:51:50,208,Email Campaign,Mobile,Edge,iOS
134001,134,296,,Page View,2024-08-17 09:55:18,407,Email Campaign,Mobile,Edge,iOS
134002,134,296,16.0,Inquiry Submission,2024-08-17 09:58:37,925,Email Campaign,Mobile,Edge,iOS
134003,134,296,66.0,Property View,2024-08-17 10:07:15,1132,Email Campaign,Mobile,Edge,iOS
134004,134,296,78.0,Click,2024-08-17 10:10:42,1312,Email Campaign,Mobile,Edge,iOS
134005,134,296,13.0,Click,2024-08-17 10:13:42,1486,Email Campaign,Mobile,Edge,iOS
134006,134,296,73.0,Inquiry Submission,2024-08-17 10:16:36,2056,Email Campaign,Mobile,Edge,iOS
134007,134,296,96.0,Property View,2024-08-17 10:26:06,2214,Email Campaign,Mobile,Edge,iOS
135000,135,441,,Page View,2024-07-27 01:48:58,450,Direct,Desktop,Edge,Windows
135001,135,441,73.0,Inquiry Submission,2024-07-27 01:56:28,960,Direct,Desktop,Edge,Windows
135002,135,441,57.0,Inquiry Submission,2024-07-27 02:04:58,1074,Direct,Desktop,Edge,Windows
135003,135,441,90.0,Inquiry Submission,2024-07-27 02:06:52,1449,Direct,Desktop,Edge,Windows
135004,135,441,,Page View,2024-07-27 02:13:07,1548,Direct,Desktop,Edge,Windows
135005,135,441,72.0,Property View,2024-07-27 02:14:46,1756,Direct,Desktop,Edge,Windows
135006,135,441,,Page View,2024-07-27 02:18:14,2083,Direct,Desktop,Edge,Windows
135007,135,441,31.0,Click,2024-07-27 02:23:41,2361,Direct,Desktop,Edge,Windows
135008,135,441,,Page View,2024-07-27 02:28:19,2507,Direct,Desktop,Edge,Windows
135009,135,441,23.0,Inquiry Submission,2024-07-27 02:30:45,2777,Direct,Desktop,Edge,Windows
136000,136,211,,Page View,2024-08-12 00:02:50,448,Organic Search,Mobile,Safari,Windows
136001,136,211,66.0,Inquiry Submission,2024-08-12 00:10:18,1006,Organic Search,Mobile,Safari,Windows
136002,136,211,23.0,Click,2024-08-12 00:19:36,1286,Organic Search,Mobile,Safari,Windows
136003,136,211,,Page View,2024-08-12 00:24:16,1717,Organic Search,Mobile,Safari,Windows
136004,136,211,70.0,Property View,2024-08-12 00:31:27,2081,Organic Search,Mobile,Safari,Windows
136005,136,211,44.0,Inquiry Submission,2024-08-12 00:37:31,2470,Organic Search,Mobile,Safari,Windows
136006,136,211,79.0,Click,2024-08-12 00:44:00,2500,Organic Search,Mobile,Safari,Windows
136007,136,211,62.0,Property View,2024-08-12 00:44:30,2585,Organic Search,Mobile,Safari,Windows
136008,136,211,72.0,Property View,2024-08-12 00:45:55,3080,Organic Search,Mobile,Safari,Windows
136009,136,211,6.0,Inquiry Submission,2024-08-12 00:54:10,3559,Organic Search,Mobile,Safari,Windows
137000,137,213,73.0,Inquiry Submission,2024-08-19 21:24:19,536,Organic Search,Tablet,Safari,Windows
137001,137,213,43.0,Click,2024-08-19 21:33:15,574,Organic Search,Tablet,Safari,Windows
137002,137,213,88.0,Inquiry Submission,2024-08-19 21:33:53,1046,Organic Search,Tablet,Safari,Windows
137003,137,213,39.0,Click,2024-08-19 21:41:45,1125,Organic Search,Tablet,Safari,Windows
137004,137,213,51.0,Click,2024-08-19 21:43:04,1407,Organic Search,Tablet,Safari,Windows
137005,137,213,48.0,Property View,2024-08-19 21:47:46,1574,Organic Search,Tablet,Safari,Windows
138000,138,227,,Page View,2024-08-11 08:18:24,466,Social Media,Desktop,Safari,iOS
139000,139,456,42.0,Click,2024-07-27 04:12:00,193,Referral,Tablet,Safari,Android
139001,139,456,7.0,Inquiry Submission,2024-07-27 04:15:13,364,Referral,Tablet,Safari,Android
139002,139,456,96.0,Inquiry Submission,2024-07-27 04:18:04,481,Referral,Tablet,Safari,Android
139003,139,456,96.0,Inquiry Submission,2024-07-27 04:20:01,631,Referral,Tablet,Safari,Android
140000,140,297,95.0,Inquiry Submission,2024-07-31 00:27:21,110,Direct,Mobile,Firefox,macOS
140001,140,297,,Page View,2024-07-31 00:29:11,245,Direct,Mobile,Firefox,macOS
140002,140,297,41.0,Property View,2024-07-31 00:31:26,590,Direct,Mobile,Firefox,macOS
140003,140,297,77.0,Click,2024-07-31 00:37:11,802,Direct,Mobile,Firefox,macOS
140004,140,297,55.0,Property View,2024-07-31 00:40:43,1151,Direct,Mobile,Firefox,macOS
140005,140,297,,Page View,2024-07-31 00:46:32,1630,Direct,Mobile,Firefox,macOS
140006,140,297,,Page View,2024-07-31 00:54:31,1864,Direct,Mobile,Firefox,macOS
140007,140,297,,Page View,2024-07-31 00:58:25,1982,Direct,Mobile,Firefox,macOS
140008,140,297,48.0,Property View,2024-07-31 01:00:23,2286,Direct,Mobile,Firefox,macOS
141000,141,453,10.0,Inquiry Submission,2024-08-11 09:31:08,261,Organic Search,Desktop,Chrome,iOS
141001,141,453,,Page View,2024-08-11 09:35:29,766,Organic Search,Desktop,Chrome,iOS
141002,141,453,30.0,Inquiry Submission,2024-08-11 09:43:54,953,Organic Search,Desktop,Chrome,iOS
141003,141,453,,Page View,2024-08-11 09:47:01,1015,Organic Search,Desktop,Chrome,iOS
141004,141,453,79.0,Inquiry Submission,2024-08-11 09:48:03,1577,Organic Search,Desktop,Chrome,iOS
141005,141,453,,Page View,2024-08-11 09:57:25,1936,Organic Search,Desktop,Chrome,iOS
141006,141,453,94.0,Click,2024-08-11 10:03:24,1975,Organic Search,Desktop,Chrome,iOS
142000,142,75,26.0,Inquiry Submission,2024-07-26 22:14:09,367,Email Campaign,Desktop,Safari,Windows
142001,142,75,76.0,Property View,2024-07-26 22:20:16,725,Email Campaign,Desktop,Safari,Windows
142002,142,75,76.0,Click,2024-07-26 22:26:14,898,Email Campaign,Desktop,Safari,Windows
143000,143,479,,Page View,2024-08-16 23:05:10,154,Organic Search,Desktop,Firefox,Windows
143001,143,479,37.0,Click,2024-08-16 23:07:44,642,Organic Search,Desktop,Firefox,Windows
143002,143,479,72.0,Property View,2024-08-16 23:15:52,928,Organic Search,Desktop,Firefox,Windows
144000,144,237,6.0,Click,2024-08-20 22:27:53,226,Referral,Desktop,Edge,iOS
144001,144,237,36.0,Property View,2024-08-20 22:31:39,753,Referral,Desktop,Edge,iOS
144002,144,237,13.0,Click,2024-08-20 22:40:26,1151,Referral,Desktop,Edge,iOS
144003,144,237,53.0,Property View,2024-08-20 22:47:04,1700,Referral,Desktop,Edge,iOS
144004,144,237,,Page View,2024-08-20 22:56:13,1995,Referral,Desktop,Edge,iOS
145000,145,272,71.0,Property View,2024-08-18 14:15:14,547,Direct,Tablet,Safari,iOS
145001,145,272,27.0,Inquiry Submission,2024-08-18 14:24:21,974,Direct,Tablet,Safari,iOS
145002,145,272,58.0,Click,2024-08-18 14:31:28,1240,Direct,Tablet,Safari,iOS
145003,145,272,87.0,Property View,2024-08-18 14:35:54,1669,Direct,Tablet,Safari,iOS
145004,145,272,,Page View,2024-08-18 14:43:03,1792,Direct,Tablet,Safari,iOS
146000,146,73,88.0,Property View,2024-08-16 10:47:48,339,Organic Search,Desktop,Chrome,Windows
146001,146,73,15.0,Inquiry Submission,2024-08-16 10:53:27,702,Organic Search,Desktop,Chrome,Windows
146002,146,73,90.0,Click,2024-08-16 10:59:30,997,Organic Search,Desktop,Chrome,Windows
146003,146,73,,Page View,2024-08-16 11:04:25,1163,Organic Search,Desktop,Chrome,Windows
146004,146,73,94.0,Click,2024-08-16 11:07:11,1660,Organic Search,Desktop,Chrome,Windows
146005,146,73,7.0,Property View,2024-08-16 11:15:28,2096,Organic Search,Desktop,Chrome,Windows
146006,146,73,10.0,Click,2024-08-16 11:22:44,2623,Organic Search,Desktop,Chrome,Windows
146007,146,73,62.0,Click,2024-08-16 11:31:31,2788,Organic Search,Desktop,Chrome,Windows
146008,146,73,89.0,Click,2024-08-16 11:34:16,3168,Organic Search,Desktop,Chrome,Windows
146009,146,73,7.0,Property View,2024-08-16 11:40:36,3574,Organic Search,Desktop,Chrome,Windows
147000,147,424,,Page View,2024-07-31 14:03:48,187,Direct,Mobile,Edge,Android
148000,148,220,31.0,Inquiry Submission,2024-07-26 23:27:27,588,Email Campaign,Tablet,Firefox,Android
148001,148,220,85.0,Inquiry Submission,2024-07-26 23:37:15,673,Email Campaign,Tablet,Firefox,Android
148002,148,220,67.0,Property View,2024-07-26 23:38:40,1090,Email Campaign,Tablet,Firefox,Android
148003,148,220,2.0,Property View,2024-07-26 23:45:37,1231,Email Campaign,Tablet,Firefox,Android
148004,148,220,,Page View,2024-07-26 23:47:58,1296,Email Campaign,Tablet,Firefox,Android
148005,148,220,,Page View,2024-07-26 23:49:03,1824,Email Campaign,Tablet,Firefox,Android
148006,148,220,43.0,Property View,2024-07-26 23:57:51,2225,Email Campaign,Tablet,Firefox,Android
148007,148,220,,Page View,2024-07-27 00:04:32,2389,Email Campaign,Tablet,Firefox,Android
148008,148,220,,Page View,2024-07-27 00:07:16,2857,Email Campaign,Tablet,Firefox,Android
148009,148,220,14.0,Inquiry Submission,2024-07-27 00:15:04,2930,Email Campaign,Tablet,Firefox,Android
149000,149,419,91.0,Click,2024-08-16 03:11:17,85,Email Campaign,Tablet,Firefox,Android
149001,149,419,,Page View,2024-08-16 03:12:42,198,Email Campaign,Tablet,Firefox,Android
149002,149,419,15.0,Property View,2024-08-16 03:14:35,750,Email Campaign,Tablet,Firefox,Android
149003,149,419,4.0,Inquiry Submission,2024-08-16 03:23:47,1284,Email Campaign,Tablet,Firefox,Android
149004,149,419,63.0,Inquiry Submission,2024-08-16 03:32:41,1487,Email Campaign,Tablet,Firefox,Android
149005,149,419,49.0,Click,2024-08-16 03:36:04,1844,Email Campaign,Tablet,Firefox,Android
149006,149,419,93.0,Click,2024-08-16 03:42:01,2239,Email Campaign,Tablet,Firefox,Android
150000,150,201,46.0,Click,2024-08-21 00:19:17,80,Email Campaign,Desktop,Safari,Windows
150001,150,201,64.0,Click,2024-08-21 00:20:37,594,Email Campaign,Desktop,Safari,Windows
150002,150,201,93.0,Click,2024-08-21 00:29:11,824,Email Campaign,Desktop,Safari,Windows
150003,150,201,95.0,Property View,2024-08-21 00:33:01,903,Email Campaign,Desktop,Safari,Windows
151000,151,300,53.0,Click,2024-07-23 18:49:10,146,Social Media,Tablet,Edge,Windows
151001,151,300,96.0,Inquiry Submission,2024-07-23 18:51:36,736,Social Media,Tablet,Edge,Windows
151002,151,300,,Page View,2024-07-23 19:01:26,924,Social Media,Tablet,Edge,Windows
151003,151,300,85.0,Click,2024-07-23 19:04:34,1406,Social Media,Tablet,Edge,Windows
151004,151,300,87.0,Inquiry Submission,2024-07-23 19:12:36,1795,Social Media,Tablet,Edge,Windows
151005,151,300,47.0,Click,2024-07-23 19:19:05,1862,Social Media,Tablet,Edge,Windows
151006,151,300,98.0,Inquiry Submission,2024-07-23 19:20:12,2392,Social Media,Tablet,Edge,Windows
151007,151,300,95.0,Property View,2024-07-23 19:29:02,2594,Social Media,Tablet,Edge,Windows
151008,151,300,99.0,Inquiry Submission,2024-07-23 19:32:24,3171,Social Media,Tablet,Edge,Windows
152000,152,250,99.0,Inquiry Submission,2024-08-09 17:26:49,208,Organic Search,Desktop,Chrome,macOS
152001,152,250,74.0,Inquiry Submission,2024-08-09 17:30:17,272,Organic Search,Desktop,Chrome,macOS
152002,152,250,70.0,Inquiry Submission,2024-08-09 17:31:21,805,Organic Search,Desktop,Chrome,macOS
152003,152,250,,Page View,2024-08-09 17:40:14,1190,Organic Search,Desktop,Chrome,macOS
152004,152,250,54.0,Inquiry Submission,2024-08-09 17:46:39,1577,Organic Search,Desktop,Chrome,macOS
152005,152,250,15.0,Click,2024-08-09 17:53:06,1974,Organic Search,Desktop,Chrome,macOS
152006,152,250,,Page View,2024-08-09 17:59:43,2540,Organic Search,Desktop,Chrome,macOS
153000,153,301,26.0,Click,2024-08-17 05:43:09,297,Organic Search,Desktop,Edge,macOS
153001,153,301,39.0,Click,2024-08-17 05:48:06,350,Organic Search,Desktop,Edge,macOS
154000,154,205,,Page View,2024-08-10 14:55:21,401,Referral,Tablet,Chrome,macOS
154001,154,205,,Page View,2024-08-10 15:02:02,755,Referral,Tablet,Chrome,macOS
154002,154,205,42.0,Click,2024-08-10 15:07:56,868,Referral,Tablet,Chrome,macOS
154003,154,205,51.0,Inquiry Submission,2024-08-10 15:09:49,920,Referral,Tablet,Chrome,macOS
155000,155,107,,Page View,2024-08-09 04:18:33,345,Email Campaign,Mobile,Safari,Windows
155001,155,107,2.0,Inquiry Submission,2024-08-09 04:24:18,576,Email Campaign,Mobile,Safari,Windows
155002,155,107,50.0,Property View,2024-08-09 04:28:09,911,Email Campaign,Mobile,Safari,Windows
155003,155,107,,Page View,2024-08-09 04:33:44,1416,Email Campaign,Mobile,Safari,Windows
155004,155,107,55.0,Property View,2024-08-09 04:42:09,1709,Email Campaign,Mobile,Safari,Windows
155005,155,107,,Page View,2024-08-09 04:47:02,1846,Email Campaign,Mobile,Safari,Windows
155006,155,107,26.0,Property View,2024-08-09 04:49:19,2319,Email Campaign,Mobile,Safari,Windows
155007,155,107,3.0,Inquiry Submission,2024-08-09 04:57:12,2689,Email Campaign,Mobile,Safari,Windows
156000,156,85,,Page View,2024-07-27 01:20:17,308,Referral,Mobile,Firefox,macOS
156001,156,85,63.0,Click,2024-07-27 01:25:25,696,Referral,Mobile,Firefox,macOS
156002,156,85,51.0,Click,2024-07-27 01:31:53,906,Referral,Mobile,Firefox,macOS
156003,156,85,74.0,Inquiry Submission,2024-07-27 01:35:23,1486,Referral,Mobile,Firefox,macOS
156004,156,85,14.0,Property View,2024-07-27 01:45:03,1865,Referral,Mobile,Firefox,macOS
156005,156,85,34.0,Inquiry Submission,2024-07-27 01:51:22,2432,Referral,Mobile,Firefox,macOS
157000,157,464,85.0,Inquiry Submission,2024-07-27 13:08:42,348,Organic Search,Mobile,Chrome,Android
157001,157,464,61.0,Property View,2024-07-27 13:14:30,543,Organic Search,Mobile,Chrome,Android
157002,157,464,,Page View,2024-07-27 13:17:45,603,Organic Search,Mobile,Chrome,Android
157003,157,464,43.0,Click,2024-07-27 13:18:45,801,Organic Search,Mobile,Chrome,Android
157004,157,464,,Page View,2024-07-27 13:22:03,1314,Organic Search,Mobile,Chrome,Android
157005,157,464,94.0,Property View,2024-07-27 13:30:36,1673,Organic Search,Mobile,Chrome,Android
157006,157,464,81.0,Property View,2024-07-27 13:36:35,1824,Organic Search,Mobile,Chrome,Android
158000,158,229,37.0,Inquiry Submission,2024-08-10 19:49:27,65,Direct,Tablet,Chrome,iOS
158001,158,229,79.0,Inquiry Submission,2024-08-10 19:50:32,488,Direct,Tablet,Chrome,iOS
158002,158,229,93.0,Click,2024-08-10 19:57:35,943,Direct,Tablet,Chrome,iOS
158003,158,229,13.0,Click,2024-08-10 20:05:10,1095,Direct,Tablet,Chrome,iOS
158004,158,229,15.0,Click,2024-08-10 20:07:42,1364,Direct,Tablet,Chrome,iOS
158005,158,229,77.0,Click,2024-08-10 20:12:11,1557,Direct,Tablet,Chrome,iOS
158006,158,229,7.0,Property View,2024-08-10 20:15:24,2095,Direct,Tablet,Chrome,iOS
158007,158,229,21.0,Property View,2024-08-10 20:24:22,2519,Direct,Tablet,Chrome,iOS
158008,158,229,67.0,Inquiry Submission,2024-08-10 20:31:26,3049,Direct,Tablet,Chrome,iOS
159000,159,71,,Page View,2024-08-09 16:11:38,206,Email Campaign,Desktop,Safari,macOS
159001,159,71,,Page View,2024-08-09 16:15:04,713,Email Campaign,Desktop,Safari,macOS
159002,159,71,,Page View,2024-08-09 16:23:31,947,Email Campaign,Desktop,Safari,macOS
159003,159,71,37.0,Property View,2024-08-09 16:27:25,1411,Email Campaign,Desktop,Safari,macOS
159004,159,71,76.0,Click,2024-08-09 16:35:09,1973,Email Campaign,Desktop,Safari,macOS
160000,160,28,35.0,Property View,2024-08-16 13:26:06,373,Organic Search,Mobile,Chrome,macOS
160001,160,28,,Page View,2024-08-16 13:32:19,477,Organic Search,Mobile,Chrome,macOS
160002,160,28,95.0,Inquiry Submission,2024-08-16 13:34:03,861,Organic Search,Mobile,Chrome,macOS
160003,160,28,,Page View,2024-08-16 13:40:27,1314,Organic Search,Mobile,Chrome,macOS
160004,160,28,89.0,Click,2024-08-16 13:48:00,1684,Organic Search,Mobile,Chrome,macOS
160005,160,28,91.0,Click,2024-08-16 13:54:10,1960,Organic Search,Mobile,Chrome,macOS
160006,160,28,42.0,Click,2024-08-16 13:58:46,2253,Organic Search,Mobile,Chrome,macOS
160007,160,28,2.0,Inquiry Submission,2024-08-16 14:03:39,2612,Organic Search,Mobile,Chrome,macOS
160008,160,28,79.0,Property View,2024-08-16 14:09:38,2712,Organic Search,Mobile,Chrome,macOS
161000,161,142,,Page View,2024-08-20 11:23:22,269,Direct,Tablet,Firefox,iOS
161001,161,142,5.0,Property View,2024-08-20 11:27:51,667,Direct,Tablet,Firefox,iOS
162000,162,110,15.0,Click,2024-08-20 03:40:19,323,Direct,Tablet,Firefox,macOS
163000,163,134,66.0,Property View,2024-08-05 12:41:38,223,Organic Search,Tablet,Safari,Windows
163001,163,134,20.0,Inquiry Submission,2024-08-05 12:45:21,667,Organic Search,Tablet,Safari,Windows
163002,163,134,,Page View,2024-08-05 12:52:45,1003,Organic Search,Tablet,Safari,Windows
164000,164,134,15.0,Click,2024-07-27 22:53:34,595,Social Media,Mobile,Chrome,macOS
164001,164,134,19.0,Click,2024-07-27 23:03:29,692,Social Media,Mobile,Chrome,macOS
164002,164,134,,Page View,2024-07-27 23:05:06,1226,Social Media,Mobile,Chrome,macOS
164003,164,134,81.0,Inquiry Submission,2024-07-27 23:14:00,1311,Social Media,Mobile,Chrome,macOS
164004,164,134,86.0,Click,2024-07-27 23:15:25,1734,Social Media,Mobile,Chrome,macOS
165000,165,142,3.0,Click,2024-08-07 04:15:10,36,Email Campaign,Desktop,Edge,iOS
166000,166,33,,Page View,2024-08-14 10:07:35,590,Referral,Tablet,Safari,Windows
166001,166,33,2.0,Click,2024-08-14 10:17:25,680,Referral,Tablet,Safari,Windows
166002,166,33,62.0,Property View,2024-08-14 10:18:55,1069,Referral,Tablet,Safari,Windows
166003,166,33,44.0,Inquiry Submission,2024-08-14 10:25:24,1122,Referral,Tablet,Safari,Windows
166004,166,33,18.0,Click,2024-08-14 10:26:17,1227,Referral,Tablet,Safari,Windows
166005,166,33,27.0,Inquiry Submission,2024-08-14 10:28:02,1496,Referral,Tablet,Safari,Windows
166006,166,33,54.0,Property View,2024-08-14 10:32:31,1718,Referral,Tablet,Safari,Windows
166007,166,33,54.0,Click,2024-08-14 10:36:13,2121,Referral,Tablet,Safari,Windows
166008,166,33,4.0,Inquiry Submission,2024-08-14 10:42:56,2518,Referral,Tablet,Safari,Windows
166009,166,33,,Page View,2024-08-14 10:49:33,3051,Referral,Tablet,Safari,Windows
167000,167,193,37.0,Property View,2024-08-10 19:56:52,276,Referral,Desktop,Edge,Windows
167001,167,193,40.0,Click,2024-08-10 20:01:28,551,Referral,Desktop,Edge,Windows
167002,167,193,9.0,Property View,2024-08-10 20:06:03,973,Referral,Desktop,Edge,Windows
167003,167,193,13.0,Inquiry Submission,2024-08-10 20:13:05,1443,Referral,Desktop,Edge,Windows
167004,167,193,,Page View,2024-08-10 20:20:55,1915,Referral,Desktop,Edge,Windows
167005,167,193,27.0,Inquiry Submission,2024-08-10 20:28:47,2270,Referral,Desktop,Edge,Windows
167006,167,193,21.0,Inquiry Submission,2024-08-10 20:34:42,2773,Referral,Desktop,Edge,Windows
167007,167,193,14.0,Inquiry Submission,2024-08-10 20:43:05,3216,Referral,Desktop,Edge,Windows
167008,167,193,40.0,Click,2024-08-10 20:50:28,3344,Referral,Desktop,Edge,Windows
167009,167,193,65.0,Property View,2024-08-10 20:52:36,3877,Referral,Desktop,Edge,Windows
168000,168,293,,Page View,2024-07-23 16:00:11,287,Referral,Mobile,Firefox,Android
168001,168,293,54.0,Click,2024-07-23 16:04:58,344,Referral,Mobile,Firefox,Android
168002,168,293,35.0,Inquiry Submission,2024-07-23 16:05:55,385,Referral,Mobile,Firefox,Android
168003,168,293,27.0,Property View,2024-07-23 16:06:36,423,Referral,Mobile,Firefox,Android
168004,168,293,95.0,Click,2024-07-23 16:07:14,604,Referral,Mobile,Firefox,Android
169000,169,124,4.0,Click,2024-07-31 06:07:11,227,Organic Search,Desktop,Firefox,iOS
169001,169,124,89.0,Click,2024-07-31 06:10:58,645,Organic Search,Desktop,Firefox,iOS
169002,169,124,36.0,Click,2024-07-31 06:17:56,1198,Organic Search,Desktop,Firefox,iOS
169003,169,124,30.0,Property View,2024-07-31 06:27:09,1348,Organic Search,Desktop,Firefox,iOS
169004,169,124,55.0,Click,2024-07-31 06:29:39,1803,Organic Search,Desktop,Firefox,iOS
169005,169,124,48.0,Inquiry Submission,2024-07-31 06:37:14,2125,Organic Search,Desktop,Firefox,iOS
169006,169,124,,Page View,2024-07-31 06:42:36,2693,Organic Search,Desktop,Firefox,iOS
169007,169,124,,Page View,2024-07-31 06:52:04,2751,Organic Search,Desktop,Firefox,iOS
170000,170,83,,Page View,2024-08-13 20:02:41,291,Email Campaign,Mobile,Chrome,macOS
170001,170,83,,Page View,2024-08-13 20:07:32,446,Email Campaign,Mobile,Chrome,macOS
170002,170,83,59.0,Property View,2024-08-13 20:10:07,750,Email Campaign,Mobile,Chrome,macOS
170003,170,83,42.0,Property View,2024-08-13 20:15:11,876,Email Campaign,Mobile,Chrome,macOS
170004,170,83,2.0,Click,2024-08-13 20:17:17,1171,Email Campaign,Mobile,Chrome,macOS
170005,170,83,22.0,Click,2024-08-13 20:22:12,1644,Email Campaign,Mobile,Chrome,macOS
170006,170,83,41.0,Inquiry Submission,2024-08-13 20:30:05,1797,Email Campaign,Mobile,Chrome,macOS
170007,170,83,82.0,Inquiry Submission,2024-08-13 20:32:38,2237,Email Campaign,Mobile,Chrome,macOS
170008,170,83,28.0,Property View,2024-08-13 20:39:58,2829,Email Campaign,Mobile,Chrome,macOS
170009,170,83,,Page View,2024-08-13 20:49:50,3070,Email Campaign,Mobile,Chrome,macOS
171000,171,387,64.0,Property View,2024-08-08 05:08:54,390,Email Campaign,Mobile,Chrome,Android
172000,172,326,85.0,Property View,2024-08-19 14:55:09,316,Direct,Tablet,Firefox,macOS
172001,172,326,58.0,Inquiry Submission,2024-08-19 15:00:25,851,Direct,Tablet,Firefox,macOS
172002,172,326,14.0,Inquiry Submission,2024-08-19 15:09:20,1268,Direct,Tablet,Firefox,macOS
172003,172,326,,Page View,2024-08-19 15:16:17,1816,Direct,Tablet,Firefox,macOS
173000,173,146,,Page View,2024-08-13 16:30:05,471,Referral,Tablet,Chrome,iOS
173001,173,146,47.0,Inquiry Submission,2024-08-13 16:37:56,729,Referral,Tablet,Chrome,iOS
173002,173,146,31.0,Property View,2024-08-13 16:42:14,924,Referral,Tablet,Chrome,iOS
173003,173,146,4.0,Inquiry Submission,2024-08-13 16:45:29,1324,Referral,Tablet,Chrome,iOS
173004,173,146,,Page View,2024-08-13 16:52:09,1784,Referral,Tablet,Chrome,iOS
173005,173,146,63.0,Click,2024-08-13 16:59:49,2137,Referral,Tablet,Chrome,iOS
174000,174,264,20.0,Property View,2024-08-08 01:01:53,73,Social Media,Desktop,Firefox,Android
174001,174,264,,Page View,2024-08-08 01:03:06,184,Social Media,Desktop,Firefox,Android
174002,174,264,31.0,Property View,2024-08-08 01:04:57,310,Social Media,Desktop,Firefox,Android
174003,174,264,,Page View,2024-08-08 01:07:03,795,Social Media,Desktop,Firefox,Android
174004,174,264,13.0,Property View,2024-08-08 01:15:08,1103,Social Media,Desktop,Firefox,Android
174005,174,264,88.0,Inquiry Submission,2024-08-08 01:20:16,1703,Social Media,Desktop,Firefox,Android
174006,174,264,57.0,Click,2024-08-08 01:30:16,1740,Social Media,Desktop,Firefox,Android
174007,174,264,76.0,Property View,2024-08-08 01:30:53,2081,Social Media,Desktop,Firefox,Android
174008,174,264,,Page View,2024-08-08 01:36:34,2155,Social Media,Desktop,Firefox,Android
175000,175,369,100.0,Click,2024-08-02 18:33:20,544,Organic Search,Desktop,Firefox,macOS
176000,176,489,93.0,Click,2024-08-08 21:02:14,124,Social Media,Mobile,Firefox,Android
176001,176,489,52.0,Click,2024-08-08 21:04:18,647,Social Media,Mobile,Firefox,Android
176002,176,489,31.0,Property View,2024-08-08 21:13:01,859,Social Media,Mobile,Firefox,Android
176003,176,489,41.0,Property View,2024-08-08 21:16:33,1182,Social Media,Mobile,Firefox,Android
176004,176,489,29.0,Property View,2024-08-08 21:21:56,1626,Social Media,Mobile,Firefox,Android
176005,176,489,,Page View,2024-08-08 21:29:20,2114,Social Media,Mobile,Firefox,Android
177000,177,418,58.0,Inquiry Submission,2024-08-08 16:53:33,220,Referral,Mobile,Firefox,macOS
177001,177,418,67.0,Click,2024-08-08 16:57:13,646,Referral,Mobile,Firefox,macOS
177002,177,418,,Page View,2024-08-08 17:04:19,1079,Referral,Mobile,Firefox,macOS
177003,177,418,38.0,Inquiry Submission,2024-08-08 17:11:32,1282,Referral,Mobile,Firefox,macOS
177004,177,418,,Page View,2024-08-08 17:14:55,1875,Referral,Mobile,Firefox,macOS
177005,177,418,44.0,Inquiry Submission,2024-08-08 17:24:48,1911,Referral,Mobile,Firefox,macOS
177006,177,418,,Page View,2024-08-08 17:25:24,2351,Referral,Mobile,Firefox,macOS
178000,178,151,30.0,Click,2024-08-11 05:18:09,282,Social Media,Desktop,Edge,macOS
179000,179,207,,Page View,2024-08-04 22:59:14,348,Direct,Mobile,Safari,Windows
179001,179,207,,Page View,2024-08-04 23:05:02,858,Direct,Mobile,Safari,Windows
179002,179,207,,Page View,2024-08-04 23:13:32,994,Direct,Mobile,Safari,Windows
179003,179,207,58.0,Property View,2024-08-04 23:15:48,1093,Direct,Mobile,Safari,Windows
179004,179,207,94.0,Inquiry Submission,2024-08-04 23:17:27,1300,Direct,Mobile,Safari,Windows
179005,179,207,,Page View,2024-08-04 23:20:54,1668,Direct,Mobile,Safari,Windows
179006,179,207,47.0,Inquiry Submission,2024-08-04 23:27:02,1743,Direct,Mobile,Safari,Windows
180000,180,256,66.0,Property View,2024-08-17 00:01:01,393,Email Campaign,Mobile,Chrome,Android
181000,181,246,38.0,Click,2024-07-23 03:12:10,515,Social Media,Mobile,Safari,iOS
181001,181,246,,Page View,2024-07-23 03:20:45,690,Social Media,Mobile,Safari,iOS
182000,182,489,,Page View,2024-07-28 04:48:00,442,Social Media,Tablet,Firefox,macOS
182001,182,489,21.0,Property View,2024-07-28 04:55:22,1041,Social Media,Tablet,Firefox,macOS
182002,182,489,92.0,Click,2024-07-28 05:05:21,1539,Social Media,Tablet,Firefox,macOS
182003,182,489,95.0,Click,2024-07-28 05:13:39,1716,Social Media,Tablet,Firefox,macOS
182004,182,489,84.0,Click,2024-07-28 05:16:36,2056,Social Media,Tablet,Firefox,macOS
182005,182,489,,Page View,2024-07-28 05:22:16,2536,Social Media,Tablet,Firefox,macOS
182006,182,489,87.0,Inquiry Submission,2024-07-28 05:30:16,2782,Social Media,Tablet,Firefox,macOS
